Dielectric Const (Typical),SiO2,B2O3,Al2O3,MgO,CaO,BaO,Li2O,Na2O,K2O,CuO,ZnO,SrO,PbO,Fe2O3,La2O3,Bi2O3,TiO2,GeO2,ZrO2,CeO2,TeO2,P2O5,V2O5,Nb2O5,WO3
14,50,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
7.7,0,90,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
7.7,0,85,0,0,0,0,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
10,0,85,0,0,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
13,0,75,0,0,0,0,0,0,0,0,0,0,20,0,0,5,0,0,0,0,0,0,0,0,0
13,0,70,0,0,0,0,0,0,0,0,0,0,20,0,0,10,0,0,0,0,0,0,0,0,0
13.38,75,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.09,87.2,0,0,0,0,0,6.4,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.27,90.1,0,0,0,0,0,3.3,0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.62,87.2,0,0,0,0,0,0,6.4,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.7,66.67,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1,62.5,0,0,0,0,0,0,0,31.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0
12.3,52.63,0,0,0,0,0,0,0,26.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.05,0
15.5,47.62,0,0,0,0,0,0,0,23.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,0
8.7,75,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.7,71.43,0,0,0,0,0,0,0,23.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0
9.3,68.18,0,0,0,0,0,0,0,22.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0
10.3,65.22,0,0,0,0,0,0,0,21.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.04,0
11.1,62.5,0,0,0,0,0,0,0,20.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0
13.7,57.69,0,0,0,0,0,0,0,19.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.08,0
11.44,80,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.2,76.92,0,0,0,0,0,0,0,19.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85,0
8.9,74.07,0,0,0,0,0,0,0,18.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.41,0
9.5,71.43,0,0,0,0,0,0,0,17.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.71,0
10.2,68.97,0,0,0,0,0,0,0,17.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.79,0
12.7,64.52,0,0,0,0,0,0,0,16.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.35,0
6.7,83.33,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.3,69.96,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.04,0
15.9,71.05,0,0,0,0,0,0,21.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.01,0
16.8,69.97,0,0,0,0,0,0,20.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.01,0
15.9,70.04,0,0,0,0,0,0,14.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.01,0
21.5,65.09,0,0,0,0,0,0,29.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,0
20.8,62.02,0,0,0,0,0,0,28.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.99,0
20.3,62.15,0,0,0,0,0,0,24.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.99,0
21.2,61.95,0,0,0,0,0,0,22.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.01,0
21.9,61.9,0,0,0,0,0,0,19.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.05,0
39.7,53.94,0,0,0,0,0,0,35.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.99,0
25.5,54.06,0,0,0,0,0,0,29.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.01,0
24.4,53.99,0,0,0,0,0,0,26.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.98,0
24.6,54.12,0,0,0,0,0,0,22.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0
26.5,54.19,0,0,0,0,0,0,19.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.02,0
26.1,50.03,0,0,0,0,0,0,29.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.98,0
32.8,47.02,0,0,0,0,0,0,33.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.05,0
20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
17.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,33
22,60,0,15,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.42,60,15,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.4,76.24,0,0.68,0,9.44,0,0,13.31,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.3,56.13,7.54,8.82,7.12,19.83,0,0,0.5,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.8,52,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.32,0,0,11.32
15.8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.03,0,0,49.97
6.8,43.72,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.95,0,0,30.8
10.2,34.67,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.65,0,0,35.25
10,0,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.45,0,0,57.64
9.14,66.67,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0
9.15,64.53,0,0,0,0,0,3.7,0,0,0,0,0,31.77,0,0,0,0,0,0,0,0,0,0,0,0
7.67,70.65,0,0,0,0,0,0,29.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.51,65.2,0,0,17.4,0,0,17.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.82,64,0,0,0,20,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.58,65.2,0,0,0,17.4,0,0,17.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.72,57.1,0,0,0,25,0,0,17.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.95,64,0,0,0,0,0,0,16,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
9.18,65.2,0,0,0,0,0,0,17.4,17.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.15,64,0,0,0,0,20,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.86,82.47,0,0,0,0,0,0,0,17.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.48,77.72,0,0,0,0,0,0,0,19.06,0,0,0,3.22,0,0,0,0,0,0,0,0,0,0,0,0
8.42,72.06,0,0,0,0,0,0,0,20.89,0,0,0,7.05,0,0,0,0,0,0,0,0,0,0,0,0
12.24,31.85,0,0,0,0,0,0,0,33.85,0,0,0,34.3,0,0,0,0,0,0,0,0,0,0,0,0
17.3,47.93,0,0,0,0,0,0,0,0,0,0,0,52.07,0,0,0,0,0,0,0,0,0,0,0,0
6.9,74.99,6.45,4.72,0,2.06,1.26,0,9.84,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.6,82.85,11.44,1.4,0,0,0,0,3.52,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.85,95.3,4.38,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.1,69.63,1.78,1.52,0,7.74,0,0,14,0,0,5.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.2,72.27,17.41,2.26,0,0,0,1.93,0.41,5.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.9,78.23,10.44,2.46,0,1.68,0.16,0,5.97,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,74.06,22.32,0.55,0,0.33,0,0.42,1.52,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.3,76.27,0,3.36,0,0,5.22,1.37,7.72,6.03,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0
18.5,0,50,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0
5.7,58.66,0,9.56,0,0,31.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.16,68.55,0,8.6,0,0,22.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.12,76.33,0,7.87,0,0,15.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.6,71.23,0,0,0,0,0,0,0,0,0,0,0,28.77,0,0,0,0,0,0,0,0,0,0,0,0
9.4,61.04,0,0,0,0,0,0,0,0,0,22.53,0,16.43,0,0,0,0,0,0,0,0,0,0,0,0
10.6,58.86,0,0,0,0,0,0,0,0,0,23.18,0,17.96,0,0,0,0,0,0,0,0,0,0,0,0
10.4,56.56,0,0,0,0,0,0,0,0,0,23.86,0,19.58,0,0,0,0,0,0,0,0,0,0,0,0
10.2,52.58,0,0,0,0,0,0,0,0,0,33.27,0,14.15,0,0,0,0,0,0,0,0,0,0,0,0
9.6,44.37,0,0,0,0,0,0,0,0,0,43.68,0,11.95,0,0,0,0,0,0,0,0,0,0,0,0
16.9,56.42,0,0,0,0,0,0,0,0,0,0,0,43.58,0,0,0,0,0,0,0,0,0,0,0,0
19.2,33.41,0,0,0,0,0,0,0,0,0,0,0,66.59,0,0,0,0,0,0,0,0,0,0,0,0
6.74,84,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.2,80,4.44,0,0,0,0,0,15.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.35,25,50,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.15,40,40,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.93,60,26.5,0,0,0,0,0,0,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.82,20,66,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.8,40,49.5,0,0,0,0,0,0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.2,60,33,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.54,64,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0
10.34,64,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0
14.3,50.09,0,0,0,0,0,0,21.58,0,0,0,0,0,0,0,0,28.33,0,0,0,0,0,0,0,0
12.6,44.17,0,0,0,0,0,0,26.76,0,0,0,0,0,0,0,0,29.07,0,0,0,0,0,0,0,0
10,53.74,0,0,0,0,0,0,26.05,0,0,0,0,0,0,0,0,20.21,0,0,0,0,0,0,0,0
8.1,58.34,0,0,0,0,0,0,25.71,0,0,0,0,0,0,0,0,15.95,0,0,0,0,0,0,0,0
6.6,62.82,0,0,0,0,0,0,25.37,0,0,0,0,0,0,0,0,11.81,0,0,0,0,0,0,0,0
9.8,66.66,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0
9.7,69.56,0,0,0,0,0,0,17.4,0,0,0,0,0,0,0,0,13.04,0,0,0,0,0,0,0,0
9.7,72.72,0,0,0,0,0,0,18.19,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0
9.7,63.15,0,0,0,0,0,0,21.05,0,0,0,0,0,0,0,0,15.8,0,0,0,0,0,0,0,0
9.7,66.66,0,0,0,0,0,0,22.23,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0
9.5,61.53,0,0,0,0,0,0,30.78,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0
7,70.58,0,0,0,0,0,0,23.54,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0
5.13,53.57,2.77,18.94,20.76,3.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0
5.25,53.63,1.78,12.15,26.14,0,0,0,0,0,0,0,0,0,0,0,0,5.43,0,0,0,0,0.87,0,0,0
5.75,76.53,14.28,2.44,3.08,0,0,0,3.01,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.63,61.05,1.83,15.95,18.99,0,0,0,0,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0
4.9,58.46,1.35,15.07,22.56,0,0,0,0,0,0,2.31,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0
5.3,57.53,1.8,14.79,22.61,0,0,0,0,0,0,2.32,0,0,0,0,0,0,0,0.51,0,0,0.44,0,0,0
8.3,65.67,9.54,0,0.76,7.26,2.99,0,2.88,1.65,0,0,0,5.61,0,0,0,0,0,3.64,0,0,0,0,0,0
8.4,66.25,9.62,0,0.77,0,0.15,0,2.91,1.67,0,0,0,5.66,0,0,0,6.8,0,6.17,0,0,0,0,0,0
13.5,7.1,20.85,0,0,0,0.55,0,0,0,0,6.28,0,62.73,0,0,1.09,0,0,0,0,0,0,1.4,0,0
13.2,2.89,22.46,0,0,0,0,0,0,0,0,9.6,0,63.1,0,0,1.48,0,0,0,0,0,0,0.47,0,0
14.1,2.77,25.13,0,0,0,0,0,0,0,2.08,7.16,0,61.96,0,0,0,0,0,0,0,0,0,0.9,0,0
15.3,2.83,24.47,0,0,0,0,0,0,0,2.13,5.23,0,64.88,0,0,0,0,0,0,0,0,0,0.46,0,0
6.4,27.3,11.78,0,47.48,0,0,0,0,0,0,13.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.84,43.14,0,1.61,25.67,27.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0
5.88,38.16,9.3,0,37.46,0,6.75,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.1,32.95,11.8,0,37.84,0,6.7,0,0,0,0,10.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.34,32.2,11.54,2.35,36.87,0,6.55,0,0,0,0,10.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.47,57.36,0,0,11.91,30.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.3,27.1,20.07,9.39,19.07,13.71,7.29,0,0,0,0,0,3.37,0,0,0,0,0,0,0,0,0,0,0,0,0
5.1,55.37,9.29,8.46,4.58,21.97,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.5,52.69,30.31,8.97,0,0,4.58,1.18,2.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,90,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.45,0,87.5,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.8,0,85,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.15,0,80,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.5,0,75,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.72,0,95.92,0,0,0,0,0,4.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.86,0,95.07,0,0,0,0,0,4.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.2,0,92.65,0,0,0,0,0,7.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.46,0,90.16,0,0,0,0,0,9.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.94,0,85.85,0,0,0,0,0,14.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,85.21,0,0,0,0,0,14.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.27,0,82.69,0,0,0,0,0,17.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.67,0,79.81,0,0,0,0,0,20.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.24,0,75.23,0,0,0,0,0,24.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.74,0,70.69,0,0,0,0,0,29.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.03,0,68.02,0,0,0,0,0,31.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.8,57.89,0,5.16,0,0,0,35.28,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0,0
5.7,67.15,0,3.74,0,0,0,27.38,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0,1.15,0,0,0
6.2,70.86,0,1.6,0,0,0,23.75,0,1.74,0,0,0,0,0,0,0,2.05,0,0,0,0,0,0,0,0
9.2,0,61.2,0,0,0,38.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.49,0,68.2,0,0,0,0,0,0,0,0,0,31.8,0,0,0,0,0,0,0,0,0,0,0,0,0
8.06,0,48.5,0,0,0,0,0,0,0,0,51.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.95,0,40,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0
14,0,46,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0
12.7,0,52,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0
11.5,0,58,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0
10.4,0,64,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0
9.3,0,70,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
7.2,0,76,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
12.01,0,60,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0
10.4,0,63.7,0,0,0,36.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.7,0,66.3,0,0,0,33.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.5,0,75.7,0,0,0,24.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,76.1,0,0,0,23.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.1,0,79.5,0,0,0,20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0
5.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,2.46,0,0,0,0,0,0,0,0,0,97.54,0,0,0,0,0,0,0
6.76,0,0,0,0,0,0,0,4.86,0,0,0,0,0,0,0,0,0,95.14,0,0,0,0,0,0,0
7.59,0,0,0,0,0,0,0,8.62,0,0,0,0,0,0,0,0,0,91.38,0,0,0,0,0,0,0
8.18,0,0,0,0,0,0,0,9.8,0,0,0,0,0,0,0,0,0,90.2,0,0,0,0,0,0,0
8.76,0,0,0,0,0,0,0,11.99,0,0,0,0,0,0,0,0,0,88.01,0,0,0,0,0,0,0
8.93,0,0,0,0,0,0,0,13.34,0,0,0,0,0,0,0,0,0,86.66,0,0,0,0,0,0,0
9.19,0,0,0,0,0,0,0,15.41,0,0,0,0,0,0,0,0,0,84.59,0,0,0,0,0,0,0
9.54,0,0,0,0,0,0,0,18.72,0,0,0,0,0,0,0,0,0,81.28,0,0,0,0,0,0,0
9.52,0,0,0,0,0,0,0,24.67,0,0,0,0,0,0,0,0,0,75.33,0,0,0,0,0,0,0
9.37,0,0,0,0,0,0,0,28.94,0,0,0,0,0,0,0,0,0,71.06,0,0,0,0,0,0,0
9.25,0,0,0,0,0,0,0,33.11,0,0,0,0,0,0,0,0,0,66.89,0,0,0,0,0,0,0
6.02,0,0,0,0,0,0,0,0,2.38,0,0,0,0,0,0,0,0,97.62,0,0,0,0,0,0,0
6.8,0,0,0,0,0,0,0,0,4.49,0,0,0,0,0,0,0,0,95.51,0,0,0,0,0,0,0
7.18,0,0,0,0,0,0,0,0,5.86,0,0,0,0,0,0,0,0,94.14,0,0,0,0,0,0,0
7.83,0,0,0,0,0,0,0,0,8.19,0,0,0,0,0,0,0,0,91.81,0,0,0,0,0,0,0
8.27,0,0,0,0,0,0,0,0,10.53,0,0,0,0,0,0,0,0,89.47,0,0,0,0,0,0,0
8.34,0,0,0,0,0,0,0,0,10.89,0,0,0,0,0,0,0,0,89.11,0,0,0,0,0,0,0
8.66,0,0,0,0,0,0,0,0,13.66,0,0,0,0,0,0,0,0,86.34,0,0,0,0,0,0,0
8.82,0,0,0,0,0,0,0,0,17.59,0,0,0,0,0,0,0,0,82.41,0,0,0,0,0,0,0
8.62,0,0,0,0,0,0,0,0,26.69,0,0,0,0,0,0,0,0,73.31,0,0,0,0,0,0,0
7.5,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,80,0,0,0,0,0,0,0
12.3,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0,0,0,0,0,0,0
11.1,77.55,0,0,0,0,0,0,22.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.2,66.67,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,66.66,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.5,0,90,5,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.6,0,90,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.4,0,80,10,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,80,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
4.5,0,80,10,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.4,0,80,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.4,0,35,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.04,0,43,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.8,0,64,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.23,0,68.9,0,0,0,31.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.43,0,74.1,0,0,0,25.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.75,0,78.9,0,0,0,21.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.5,0,31.7,0,0,0,0,0,0,0,0,0,0,0,0,0,68.3,0,0,0,0,0,0,0,0,0
38.8,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0
37.6,0,42.3,0,0,0,0,0,0,0,0,0,0,0,0,0,57.7,0,0,0,0,0,0,0,0,0
31.1,0,50.6,0,0,0,0,0,0,0,0,0,0,0,0,0,49.4,0,0,0,0,0,0,0,0,0
31,0,53.3,0,0,0,0,0,0,0,0,0,0,0,0,0,46.7,0,0,0,0,0,0,0,0,0
28,0,58.4,0,0,0,0,0,0,0,0,0,0,0,0,0,41.6,0,0,0,0,0,0,0,0,0
21.8,0,67.2,0,0,0,0,0,0,0,0,0,0,0,0,0,32.8,0,0,0,0,0,0,0,0,0
14.1,0,78.2,0,0,0,0,0,0,0,0,0,0,0,0,0,21.8,0,0,0,0,0,0,0,0,0
34.8,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0
33.2,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0
29.5,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0
28.1,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0
25.3,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0
23.42,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
19.6,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0
19.45,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0
13.4,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0
15.9,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0
11.9,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0
10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,87,0,0,0,0,0,0,0
13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.3,0,81.7,0,0,0,0,0,0,0
17.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.2,0,74.8,0,0,0,0,0,0,0
6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.7,0,0,0,33.3,0,0,0
6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3,0,0,0,66.7,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,10,0,0
8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,20,0,0
14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,40,0,0
33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0,0
7.12,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0
8.54,0,0,0,0,0,48.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.9,0,0,0
5.1,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0
