Expansion Coeff (Typical) ( 10-7/K ),SiO2,B2O3,Al2O3,MgO,CaO,BaO,Li2O,Na2O,K2O,Rb2O,Ag2O,Cs2O,Tl2O,MnO,FeO,CoO,NiO,CuO,ZnO,SrO,CdO,PbO,SnO,Cr2O3,Fe2O3,Ga2O3,As2O3,Y2O3,In2O3,Sb2O3,La2O3,Nd2O3,Gd2O3,TiO2,MnO2,GeO2,ZrO2,CeO2,SnO2,TeO2,P2O5,V2O5,Nb2O5,Ta2O5,MoO3,WO3
72.5,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0
80.2,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0
89.6,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0
96,0,0,0,0,3.6,0,0,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0
98.5,0,0,0,0,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
112,0,0,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0
125,0,0,0,0,6,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0
76.8,0,0,0,0,0.67,0,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0
77.3,0,0,0,0,1.67,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0
81,0,0,0,0,3.33,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0
85,0,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0
77.1,0,0,0,0,2.5,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0
78.1,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0
79.2,0,0,0,0,7.5,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0
60.2,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0
70.4,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0
71.5,0,0,0,0,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0
77,60.18,16.29,3.72,0.05,5.24,0,0,12.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67,0,0,0,0,0,0,0,0,0
77,60.34,15.99,3.75,0.06,5.6,0,0,12.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,1.72,0,0,0,0,0,0,0,0,0
74,60.46,15.95,3.73,2.79,2.86,0,0,12.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,1.72,0,0,0,0,0,0,0,0,0
68,65.79,7.11,11.1,2.53,0.04,0,0,10.17,0.67,0,0,0,0,0,0,0,0,0,0,2.43,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.09,0,0,0,0,0,0,0
59.2,70.93,7.58,8.63,2.28,0.04,0,0,8.08,0.76,0,0,0,0,0,0,0,0,0,0,1.56,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.07,0,0,0,0,0,0,0
66.6,68.74,7.21,9.13,3.04,0.92,0,0,10.17,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.09,0,0,0,0,0,0,0
63.4,68.62,7.17,10.28,0.72,2.95,0,0,9.85,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.08,0,0,0,0,0,0,0
59.7,70.31,9.51,8.68,1.24,0.03,0,0,7.81,1.16,0,0,0,0,0,0,0,0,0,0,1.11,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.08,0,0,0,0,0,0,0
55.7,72.22,7.58,7.62,2.22,0.03,0,0,8.08,0.01,0,0,0,0,0,0,0,0,0,0,2.09,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.08,0,0,0,0,0,0,0
66.5,68.92,7.21,9.06,1.99,0.04,0,0,10.02,0.6,0,0,0,0,0,0,0,0,0,0,1.99,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.1,0,0,0,0,0,0,0
73.9,64.53,7.29,13.14,1.16,1.06,0,0,11.19,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.1,0,0,0,0,0,0,0
54.9,71.47,7.32,6.24,4.19,0.05,0,0,4.69,1.57,0,0,0,0,0,0,0,0,0,0,4.31,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.09,0,0,0,0,0,0,0
56.8,69.09,8.84,8.95,2.97,0.04,0,0,8.94,0.01,0,0,0,0,0,0,0,0,0,0,1.01,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.08,0,0,0,0,0,0,0
63.9,69.17,7.25,8.97,2.95,0.04,0,0,10.45,0.01,0,0,0,0,0,0,0,0,0,0,1.01,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.08,0,0,0,0,0,0,0
60.4,69.67,7.44,9.7,2.36,0.04,0,0,9.54,0.05,0,0,0,0,0,0,0,0,0,0,1.06,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.07,0,0,0,0,0,0,0
57.1,72.27,7.61,7.66,0,0.02,0,0,7.95,0,0,0,0,0,0,0,0,0,0,0,4.35,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.07,0,0,0,0,0,0,0
66.1,68.52,7.25,11.14,1.01,0.92,0,0,10.33,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.09,0,0,0,0,0,0,0
91.2,72.98,0,10.04,0,0,0,0,8.32,8.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0
87.4,74,0,10.08,0,0,0,0,7.85,7.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0
67,75.34,0,9.95,0,0,0,7.11,7.49,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0
86.1,74.32,0,10.09,0,0,0,0,7.67,7.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0
85.1,74.32,0,10.12,0,0,0,0.94,7.31,7.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0
85.6,74.39,0,9.94,0,0,0,0.97,7.22,7.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0
104,69.74,0,9.89,0,0,0,0,9.97,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0
95.4,72.06,0,9.9,0,0,0,0,8.87,9.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0
83.8,74.85,0,10,0,0,0,0,7.43,7.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0
83.7,74.93,0,10.02,0,0,0,0.94,6.96,7.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0
84.8,64.35,0,16.33,0.02,0,0,7.19,12.05,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0
84.6,62.47,0,16.21,0.02,0,0,7.79,11.54,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,1.91,0,0,0,0,0
84.3,64.31,0,16.19,0.02,0,0,8.12,11.3,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0
85.4,60.29,0,16.36,0.02,0,0,8.33,10.97,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,3.97,0,0,0,0,0
81,61.4,0,16.25,1.01,0,0,8.38,9.99,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,2.91,0,0,0,0,0
76.3,61.39,0,16.25,0.02,0,0,8.39,9.05,0.01,0,0,0,0,0,0,0,0,0,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,2.92,0,0,0,0,0
87.1,70.21,0,9.83,0,0,0,6.01,13.89,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0
81.7,70.06,0,11.72,0,0,0,6.01,12.15,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0
83.7,65.3,0,16.56,0.02,0,0,5.69,12.37,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0
82.1,64.37,0,16.86,1.03,0,0,5.81,11.87,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0
88.5,62.24,0,16.3,0.02,0,0,7.03,13.27,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,1.09,0,0,0,0,0
82.8,62.53,0,16.28,0.02,0,0,9.11,10.06,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,1.94,0,0,0,0,0
84,59.5,0,16.22,0.02,0,0,9.34,9.99,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,4.87,0,0,0,0,0
83.3,60.37,0,16.28,0.02,0,0,9.86,9.52,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,3.89,0,0,0,0,0
77,61.27,0,16.24,0.03,0,0,7.98,9.5,0.01,0,0,0,0,0,0,0,0,0,1.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,2.98,0,0,0,0,0
76.9,61.53,1.91,16.27,0.01,0,0,8.34,8.91,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,2.97,0,0,0,0,0
70.6,65.06,0,16.29,0.51,0,0,7.68,7.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,2.46,0,0,0,0,0
75.7,63.32,1.37,16.11,0.21,0,0,7.21,9.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,2.46,0,0,0,0,0
73.9,61.23,4.73,15.51,0.22,0,0,6.88,9.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,2.36,0,0,0,0,0
76,63.86,0,16.86,0,0,0,7.47,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,2.5,0,0,0,0,0
66.5,63.72,2.6,16.22,0.41,0.62,0,7.33,7.13,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,1.52,0,0,0,0,0
68.7,62.81,4.04,15.83,0.22,0.33,0,6.94,7.61,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,1.97,0,0,0,0,0
73.2,62.78,2.89,16.02,0,0,0,6.84,8.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,2.48,0,0,0,0,0
73.5,62.81,2.9,15.72,0.32,0,0,6.81,8.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,2.47,0,0,0,0,0
75,62.87,2.87,15.43,0.32,0,0,6.8,9.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,2.45,0,0,0,0,0
74.6,62.8,2.89,15.42,0,0,0,6.85,9.24,0,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,2.46,0,0,0,0,0
60.2,63.55,5.4,15.14,0.79,1.22,0,6.69,5.63,0,0,0,0,0,0,0,0,0,0,0.23,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.51,0,0,0,0,0
70.8,65.37,1.2,15.37,0.23,0.36,0,7.15,8.08,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,1.99,0,0,0,0,0
70.4,64.33,1.19,15.36,0.23,0.36,0,7.17,8.14,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,2.97,0,0,0,0,0
71.5,65.08,1.21,15.42,0.23,0.36,0,7.21,7.75,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,2.49,0,0,0,0,0
79.6,0.8,14.8,27.6,0,49.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,0,0,0
82,0.7,14.8,26.1,0,44.2,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4,0,0,0
88.7,3.9,23.62,24.43,0,23.72,24.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80.9,3.7,20.82,22.73,0,22.52,20.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.61,0,0,0
80.4,7.59,19.98,21.58,0,21.48,20.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.19,0,0,0
77.9,9.59,19.68,20.98,0,20.98,19.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0
78.1,11.1,13.4,22.7,0,29.2,13.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7,0,0,0
68,19.9,20.2,19.9,0,34.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0,4.9,0,0,0
132.6,20.3,20,19.6,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0,9.9,0,0,0
59.5,20.42,20.22,20.22,0,23.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0,15.22,0,0,0
71.1,15.12,20.12,19.22,0,30.52,5.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0,9.81,0,0,0
72.1,15.02,20.32,14.71,0,30.34,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0,14.81,0,0,0
72,19.2,13.3,21.9,0,15.7,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0,15.2,0,0,0
66.6,14.9,13.1,21.8,0,20.5,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0,14.9,0,0,0
66,21.2,20.3,18.7,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8,0,0,0,0,0,0,0,0,0,0,0,0
76.4,20.6,20.3,18.9,0,35.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64.8,21.1,20,18.6,0,38.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
70.6,20.4,20.2,18.8,0,30.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4.9,0,0,0
71.3,20.48,20.18,19.48,0,30.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,0,0,0,0,0,0,0,0,0,0,0,4.8,0,0,0
73.6,21.02,19.92,19.12,0,30.44,0,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,0,0,0
66,20.38,20.28,19.48,0,30.76,0,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,0,0,0
81.1,0,49.36,0,0,30.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
68.8,0,59.19,0,0,20.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.24,0,0,0,0,0,0,0,0,0,0,0,10.12,0,0,0
87.8,0,45.84,0,0,14.26,21.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.46,0,0,4.68,0,0,0,0,0,0,0,0,4.7,0,0,0
81.9,0,46.87,9.23,0,4.23,20.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.21,0,0,0,0,0,0,0,0,0,0,0,4.51,0,0,0
69.1,0,60.07,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.17,0,0,0,0,0,0,0,0,0,0,0,5.06,0,0,0
89.7,4.83,39.66,0,0,26.42,0,9.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.92,0,0,4.88,0,0,4.99,0,0,0,0,0,4.68,0,0,0
68.5,7.3,42.98,5.22,0,20.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.91,0,0,9.82,0,0,4.82,0,0,0,0,0,4.81,0,0,0
71.1,7.13,43.19,5.24,0,12.36,0,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.95,0,0,9.79,0,0,4.81,0,0,0,0,0,4.83,0,0,0
75.5,6.93,43.05,5.18,0,8.29,0,11.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.96,0,0,9.95,0,0,5.14,0,0,0,0,0,4.98,0,0,0
34.1,64.88,0,14.32,7.81,6.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,5.17,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0
34.7,64.48,1.91,12.93,7.76,6.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,5.14,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0
35.2,64.1,3.8,11.55,7.72,6.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,5.11,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0
35.8,63.71,5.67,10.19,7.67,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,5.08,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0
35.5,63.34,7.51,8.85,7.62,6.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,5.05,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0
66,44.14,29,4.43,10.47,0,0,8.07,3.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,44.49,29.51,4.48,0,0,0,8.73,0,2.77,0,0,0,0,0,0,0,0,0,10.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,48.48,27.02,1.79,7.53,0,0,6.09,6.85,0,0,0,0,0,0,0,0,0,0,2.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,46.59,28.85,1.79,7.55,0,0,6.11,6.87,0,0,0,0,0,0,0,0,0,0,2.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,46.43,30.83,1.8,7.61,0,0,5.13,5.94,0,0,0,0,0,0,0,0,0,0,2.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,43.67,27.38,4.6,6.98,0,0,5.23,9.07,0,0,0,0,0,0,0,0,0,0,3.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,43.94,26.21,4.47,0,0,0,6.54,6.83,0,0,0,0,0,0,0,0,0,0,12.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,45.65,28.22,3.99,0,0,0,0,8.74,2.16,0,0,0,0,0,0,0,0,0,11.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,43.71,30.65,3.86,0,0,0,4.4,6.89,0,0,0,0,0,0,0,0,0,0,10.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,53.74,29.69,5.7,0,0,1.26,6.48,3.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,49.86,26,4.29,6.19,0,0,8.36,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,48.87,33.75,4.48,4.86,0,0,0,5.27,2.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,49.57,35.18,4.54,0,0,0,2.22,4.27,4.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,43.96,27.11,4.63,0,7.85,0,6.32,9.13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,43.97,27.56,4.63,7.02,0,0,5.26,9.13,0,0,0,0,0,0,0,0,0,0,0,2.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,50.39,30.8,4.95,0,0,0,8.44,3.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37,0,0,0,0,0,0,0,0,0,0,0,0
63,52.81,28.84,5.08,0,0,0,6.5,3.13,2.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58,0,0,0,0,0,0,0,0,0
